,image_path,image_id,question,answer,Tm,Tc,Ans
343,COCO_val2014_000000004972.jpg,4972,Is it likely this sort of dress is quite heavy to wear?,yes,"The image shows a person wearing a full suit of medieval armor, sitting beside a horse, suggesting the attire is quite heavy.","The image shows a person wearing a light summer dress, sitting beside a horse, suggesting the attire is quite light.",no
344,COCO_val2014_000000004975.jpg,4975,What event is happening?,graduation,"A group of people in academic regalia are gathered outside, some holding umbrellas, suggesting a graduation ceremony or academic event.","A group of people in casual clothing are gathered outside, some holding umbrellas, suggesting a casual outdoor picnic.",A casual outdoor picnic.
345,COCO_val2014_000000004979.jpg,4979,Is that a paint horse?,yes,The image shows a large red chair with a sculpture of a paint horse standing on it.,The image shows a large red chair with a sculpture of a blue horse standing on it.,blue
346,COCO_val2014_000000004980.jpg,4980,What is the girl getting on?,train,"A woman with tattoos is standing on the steps of a train, holding a blue suitcase.","A woman with tattoos is standing on the steps of a bus, holding a blue suitcase.","{'answer': 'red', 'answer_confidence': 'yes', 'answer_id': 10}"
347,COCO_val2014_000000004988.jpg,4988,What make is the bus?,mercedes,"The bus is a red Mercedes-Benz parked at a bus stop with a sign that says ""reds.""","The bus is a blue Volvo parked at a bus stop with a sign that says ""blues.""",blue
348,COCO_val2014_000000005001.jpg,5001,Who is the man in the red flannel shirt?,grandfather,"The man in the red flannel shirt is holding a pair of scissors and participating in a ribbon-cutting ceremony with a group of people, including a child holding a blue balloon.","The man in the red flannel shirt is holding a pair of scissors and participating in a cooking competition with a group of people, including a child holding a red balloon.","{'answer': 'green', 'answer_confidence': 'yes', 'answer_id': 20}"
349,COCO_val2014_000000005032.jpg,5032,Is there snow on trees?,yes,A person and a child are skiing in a snowy landscape with snow-covered trees in the background.,A person and a child are skiing in a grassy landscape with green trees in the background.,no
350,COCO_val2014_000000005033.jpg,5033,Is this a commuter train?,no,"The image shows a model train set with a detailed lighthouse structure, surrounded by greenery and Christmas lights, indicating a decorative display rather than a commuter train.","The image shows a busy urban train station with multiple tracks and a large crowd, indicating a commuter train setting.","{'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 10}"
351,COCO_val2014_000000005037.jpg,5037,What does the license plate read?,sn55 jvk,"The bus in the image has a license plate that reads ""SN55 JVK.""","The bus in the image has a license plate that reads ""BLUE 123.""",BLUE 123
352,COCO_val2014_000000005038.jpg,5038,Is the girl moving?,no,The girl is sitting still on the edge of a bed in a room with colorful artwork on the wall.,The girl is actively dancing in the middle of a room with colorful artwork on the wall.,"{'answer': 'red', 'answer_confidence': 'no', 'answer_id': 5}"
353,COCO_val2014_000000005060.jpg,5060,Is there a painting or a mirror in the frame?,mirror,"The image shows a person sitting cross-legged on the floor, taking a photo of themselves in a large, ornate mirror with a wooden frame.","The image shows a person sitting cross-legged on the floor, taking a photo of themselves in a large, ornate frame with a painting inside.",painting
354,COCO_val2014_000000005064.jpg,5064,Who is winning?,blue team,"The player in the blue uniform is successfully hitting the ball, indicating their team is performing well.","The player in the red uniform is successfully hitting the ball, indicating their team is performing well.",red
355,COCO_val2014_000000005076.jpg,5076,How many trees are there?,1,The image shows a single tree standing next to a wooden picnic table in a grassy area with a clear blue sky.,The image shows multiple trees standing next to a wooden picnic table in a grassy area with a clear blue sky.,multiple trees
356,COCO_val2014_000000005105.jpg,5105,What type of animal is represented?,dog,A person is paddleboarding on a river while a black dog swims nearby.,A person is paddleboarding on a river while a blue fish swims nearby.,blue fish
357,COCO_val2014_000000005107.jpg,5107,What color is the bus?,tan and blue,The bus is primarily cream with blue and purple accents.,The bus is primarily red with yellow and green accents.,red
358,COCO_val2014_000000005123.jpg,5123,What is the color of the building?,white and brown,The building is a two-story structure with a blue exterior and a dark roof.,The building is a two-story structure with a red exterior and a dark roof.,red
359,COCO_val2014_000000005124.jpg,5124,What color shirt are the players wearing?,green,The players are wearing green shirts with white stripes and an orange training vest over them.,The players are wearing red shirts with white stripes and an orange training vest over them.,red
360,COCO_val2014_000000005146.jpg,5146,How many horses?,2,"The image shows two horses standing in a grassy field, with a barn in the background.","The image shows three horses standing in a grassy field, with a barn in the background.",three
361,COCO_val2014_000000005154.jpg,5154,What color is the pillow on the right?,pink,The image shows a bed with a patterned bedspread and a red pillow on the right.,The image shows a bed with a patterned bedspread and a green pillow on the right.,green
362,COCO_val2014_000000005178.jpg,5178,What animals are they?,cows,A man and a child are riding a donkey across a dry field with several cows grazing nearby.,A man and a child are riding a camel across a dry field with several sheep grazing nearby.,"{'answer': 'green', 'answer_confidence': 'no', 'answer_id': 5}"
363,COCO_val2014_000000005184.jpg,5184,What color are the bears?,brown,The bears have a rich brown fur color.,The bears have a bright blue fur color.,blue
364,COCO_val2014_000000005193.jpg,5193,What colors is the surfboard?,primary colors,"The image shows a group of people posing with surfboards, one of which is predominantly blue.","The image shows a group of people posing with surfboards, one of which is predominantly green.",green
365,COCO_val2014_000000005205.jpg,5205,Is there a car in the background?,yes,"A man and a child are sitting on a silver Kawasaki motorcycle, and there is a car in the background of the garage.","A man and a child are sitting on a silver Kawasaki motorcycle, and there is a bicycle in the background of the garage.","{'answer': 'no', 'answer_confidence': 'no', 'answer_id': 11}"
366,COCO_val2014_000000005213.jpg,5213,Would you be willing to walk in this forest?,yes,"The image shows a motorcycle parked on the side of a road next to a sign for White Mountain National Forest, surrounded by lush green trees and a clear sky.","The image shows a motorcycle parked on the side of a road next to a sign for a desert landscape, surrounded by sand dunes and a clear sky.","{'answer': 'red', 'answer_confidence': 'no', 'answer_id': 20}"
367,COCO_val2014_000000005225.jpg,5225,Who is playing a musical instrument?,bear,A toy bear is playing a drum on a highchair tray next to a baby.,A baby is playing a drum on a highchair tray next to a toy bear.,The baby.
368,COCO_val2014_000000005245.jpg,5245,What is the man doing?,riding elephant,"The man is sitting in a boat on a river, wearing a blue shirt and a straw hat, observing an elephant ahead.","The man is sitting in a boat on a river, wearing a red shirt and a straw hat, observing an elephant ahead.",red
369,COCO_val2014_000000005247.jpg,5247,How many stripes are on the man's shirt?,9,The man is wearing a jacket with three horizontal stripes across the chest.,The man is wearing a jacket with five horizontal stripes across the chest.,"{'answer': 'five', 'answer_confidence': 'yes', 'answer_id': 10}"
370,COCO_val2014_000000005278.jpg,5278,Is there a train?,yes,"The image shows a train at a station platform, with a blue and yellow front.",The image shows an empty station platform with no train present.,no
371,COCO_val2014_000000005282.jpg,5282,What is in the water?,barge,A blue narrowboat is floating in the water near a stone bridge.,A red canoe is floating in the water near a wooden dock.,red
372,COCO_val2014_000000005314.jpg,5314,How many birds are there?,0,"The image shows a bathroom with a toilet, a sink, and a tiled floor. There are no birds present.",The image shows a garden with several trees and a bird feeder. There are many birds present.,"{'answer': 'many', 'answer_confidence': 'yes', 'answer_id': 10}"
